ProjectCode,Employer,NameProject,SerialNumber,DateMovaqatExit,GhabzExit,FactorNumber,FactorType,KarshenasiAvalie,ReceiverProject,DeliveryDate,FileDate,Description,Id,DateVorod,DateKhoroj,SematId,UserId,DateSabtPoroje,DateNiazMoshtari,IsPoshe
1939,1,گان هوایی,,,,340-341,5,رفع نشتی,ریاحی,,,,956,2022-09-07,2023-03-13,,,,,False
1940,1,تعمیر رتور در محل,,,,303,5,رفع اتصال,,,,,957,2022-09-08,2022-09-08,,,,,False
1941,1,اکسیژن 90kw,,,,00249,8,جهت برداشت نقشه به شرکت وارد شده,,,,,958,2022-09-11,2022-11-27,,,,,False
1942,1,الکتروموتورkw,,,,306-307,5,سیم پیچی,ناظری پور,,,,959,2022-09-12,2022-09-19,,,,,False
1943,1,الکتروموتور3 kw,,,,308,5,سیم پیچی,ناظری پور,,,,960,2022-09-21,2022-11-09,,,,,False
13,1,الکتروموتور DC,,,,,,برگشتی,,,,,961,2022-10-02,2022-10-17,,,,,False
1944,1,الکتروموتور  7/5kw,,,,310-311,5,اورهال,,,,,962,2022-10-03,2022-10-13,,,,,False
1945,1,الکتروموتور 155kw,,,,324,5,اورهال,آقای رحمت اللهی,,,,963,2022-10-09,2022-11-21,,,,,False
1946,1,الکتروموتور kw 407 dc ,,,,4992,8,سیم پیچی,بنا,,,,964,2022-10-18,2022-12-18,,,,,False
1947,1, مگنت,,,,332,5,سیم پیچی,ناظری پور,,,,965,2022-10-18,2023-07-03,,,,,False
14,1,ترانس گان هوایی سبز 38/27 kw,,,,,,برگشتی,,,,,966,2022-10-29,2022-11-05,,,,,False
1948,1,ترانس گان هوایی سبز 38/27 kw,,,,320,5,رفع نشتی,,,,,967,2022-10-29,2022-10-30,,,,,False
1949,1,ترانس گان هوایی,,,,340-341,5,رفع نشتی,,,,,968,2022-10-29,2023-03-13,,,,,False
1950,1,ترانس گان هوایی,,,,340-341,5,رفع نشتی,,,,,969,2022-10-29,2023-03-13,,,,,False
15,1,ترانس گان هوایی سبز 38/27 kw,,,,,,برگشتی,,,,,970,2022-11-01,2022-11-02,,,,,False
1951,1,ترانس گان هوایی سبز 38/27 kw,,,,321,5,رفع نشتی,,,,,971,2022-11-01,2022-12-13,,,,,False
1952,1,استاتور اکسیژن 75کیلو وات,,,,4957,8,سیم پیچی,آقای گرزین,,,,972,2022-11-02,2022-11-09,,,,,False
1953,1,کفکش,,,,,,عودت,,,,,973,2022-11-05,2022-11-09,,,,,False
1954,1,استاتور اکسیژن 200KW,,,,00249,8,سیم پیچی,بنا,,,,974,2022-11-06,2022-11-27,,,,,False
16,1,الکتروموتور 315kw,,,,,,برگشتی,,,,,975,2022-10-30,2022-11-08,,,,,False
38,1,الکتروموتور 5 تن ,,,,,,برگشتی,,,,,1366,2025-02-08,2025-02-25,,,,,False
2324,1,استاتور 5.5 تن ,,,,617-618,5,سیم پیچی,,,,,1367,2025-02-08,2025-03-15,,,,,False
2325,1,آرمیچر 5.5 تن ,,,,617-618,5,سیم پیچی,,,,,1368,2025-02-08,2025-03-15,,,,,False
2326,1,پوسته آرمیچر 4.5 تن ,,,,650-651,5,سیم پیچی,,,,,1369,2025-02-08,2025-05-20,,,,,False
2327,1,آرمیچر 4.5 تن ,,,,,,سیم پیچی,,,,,1370,2025-02-08,,,,,,False
2328,1,استاتور 5.5 تن ,,,,617-618,5,سیم پیچی,,,,,1371,2025-02-08,2025-03-15,,,,,False
2329,1,آرمیچر 5.5 تن ,,,,617-618,5,سیم پیچی,,,,,1372,2025-02-08,2025-03-15,,,,,False
2330,1,الکتروموتور 400hp-دور1200  360امپر,,,,,,اورهال ,,,,,1373,2025-02-03,,,,,,False
39,1,الکتروموتور 400hp-دور1200  360امپر,,,,,,برگشتی,,,,,1374,2025-02-03,,,,,,False
2331,1,پمپ آب ,,,,3167,8,تعمیر درب کاسه عقب (لاتون ),,,,,1375,2025-02-12,2025-02-16,,,,,False
2332,1,پمپ آب 2.2kw,,,,3167,8,سیم پیچی,,,,,1376,2025-02-12,2025-03-12,,,,,False
2333,1,اسلیپ رینگ ,,,,,,رفع اتصال موضعی بدون فاکتور ,,,,,1377,2025-02-12,2025-08-03,,,,,False
2334,1,پمپ آب,,,,4479,8,سیم پیچی,,,,,1378,2025-02-12,2025-02-26,,,,,False
2335,1,الکتروموتور DC 42KW,,,,4477,8,اورهال,,,,,1379,2025-02-11,2025-02-13,,,,,False
2336,1,الکتروموتور تک فاز1.5 kw,,,,4481,8,سیم پیچی,,,,,1380,2025-02-18,2025-04-26,,,,,False
2337,1,الکترو موتور فن 42.5kw ,,,,606,5,اورهال,,,,,1381,2025-02-19,2025-02-24,,,,,False
2338,1,الکتروموتور 6kv,,,,607,5,عودت,,,,,1382,2025-02-19,2025-02-26,,,,,False
2339,1,استاتور اکسیزن 200kw,,,,,,عودت,,,,,1383,2025-02-20,2025-02-20,,,,,False
2340,1,الکتروموتور 55kw,,,,,,عودت,,,,,1384,2025-02-22,2025-02-24,,,,,False
2341,1,الکتروموتور 30KW DC,,,,,,,,,,,1385,2019-09-11,,,,,,False
2342,1,فن 3 فاز تخم مرغی ,,,,,,برگشتی,,,,,1386,2025-02-23,2025-03-19,,,,,False
2343,1,ژنراتور 150kv ,,,,656,5,سیم پیچی,,,,,1387,2025-02-25,2025-05-07,,,,,False
2344,1,الکتروموتور DC 42KW ,,,,354,8,ساعت کردن کلکتور ,,,,,1388,2025-03-03,2025-03-16,,,,,False
2345,1,الکتروموتور 1120kw,,,,631,5,اورهال,,,,,1389,2025-02-25,2025-05-11,,,,,False
2346,1,بوبین 380v,,,,,,,,,,بدون فاکتور,1390,2025-03-03,2025-03-04,,,,,False
2347,1,گان هوایی  150kv,,,,630/631,5,سیم پیچی,,,,,1391,2025-03-09,2025-04-16,,,,,False
2348,1,الکتروموتور 5.5kw-1440RPM,,,,667,5,سیم پیچی,,,,,1392,2025-02-28,2025-05-12,,,,,False
2349,1,الکتروموتور 200KW,,,,616,5,رفع اتصال موضعی,,,,,1393,2025-03-10,2025-03-27,,,,,False
2350,1,الکتروموتور 1250KW,,,,666,5,سیم پیچی استاتور ,,,,,1394,2025-03-11,2025-07-01,,,,,False
2351,1,شفت ,,,,,,برداشت نقشه,,,,,1395,2025-03-11,2025-11-23,,,,,False
2352,1,آرمیچر 4.5 تن ,,,,,,عودت,,,,,1396,2025-03-17,2025-03-17,,,,,False
2353,1,530A-280KW-743rpm-الکتروموتور ,,,,665,5,سیم پیچی,,,,,1397,2025-03-17,2025-07-01,,,,,False
40,1,الکتروموتور 500KW,,,,,,برگشتی,,,,,1398,2025-03-17,2025-04-16,,,,,False
2354,1,"الکتروموتور DC - 
450KW - 440V-1098A",,,,625-626,5,سیم پیچی,,,,,1399,2025-03-18,2025-04-30,,,,,False
2355,1,"الکتروموتور DC - 
450KW - 440V-1098A",,,,621,5,اورهال,,,,,1400,2025-03-18,2025-03-31,,,,,False
2356,1,"الکتروموتور DC - 
413KW",,,,623-624,5,سیم پیچی,,,,,1401,2025-03-18,2025-04-30,,,,,False
2357,1,"الکتروموتور DC - 
413KW",,,,620,5,اورهال,,,,,1402,2025-03-18,2025-03-31,,,,,False
2358,1,"الکتروموتور DC - 
630KW",,,,622,5,اورهال,,,,,1403,2025-03-18,2025-03-31,,,,,False
2359,1,گان هوایی 100KV,,,,630/631,5,سیم پیچی,,,,,1404,2025-04-06,2025-04-12,,,,,False
2360,1,روتور ,,,,674,5,ساخت وتعویض شفت,,,,بصورت مجموعه الکتروموتور مونتاژ و خروج خورده است,1405,2025-04-14,2025-09-07,,,,,False
2361,1,"الکتروموتور1250-1676کیلووات
ولتاژ 380-2591آمپر",,,,627,5,رفع اتصال موضعی ,,,,,1406,2025-04-17,2025-04-19,,,,,False
2362,1,الکتروموتور 315kw,,,,,, سیم پیچی استاتور وروتور,,,,,1407,2025-04-20,,,,,,False
2363,1,ترانس گان هوایی,,,,714/715,5,سیم پیچی,,,,,1408,2025-04-20,2025-11-08,,,,,False
2364,1,الکتروموتور 90kw-1490rpm,,,,654,5,اورهال ,,,,,1409,2025-04-28,2025-06-08,,,,,False
2365,1,الکتروموتور 315KW,,,,664,5,سیم پیچی,,,,,1410,2025-04-28,2025-07-01,,,,,False
2366,1,اکسیژن 10000V,,,,635,5,اورهال,,,,,1411,2025-05-03,2025-05-13,,,,,False
2367,1,الکتروموتور 55KWAC,,,,655,5,اسلیپ رینگ روتور نیاز به تراشکاری دارد نخ بندی سیم پیچ نیاز دارد ,,,,بصورت مجموعه الکتروموتور مونتاژ و خروج خورده است,1412,2025-05-05,2025-05-27,,,,,False
2368,1,فاقد پلاک ,,,,649,5,سیم پیچی ,,,,,1413,2025-05-05,2025-05-31,,,,,False
2369,1,الکتروموتور 22KW,,,,649,5,اورهال,,,,,1414,2025-05-05,2025-05-31,,,,,False
2370,1,الکتروموتور 34KW,,,,649,5,سیم پیچی,,,,,1415,2025-05-05,2025-05-31,,,,,False
2371,1,روتور,,,,658,5,تعویض شفت ,,,,,1416,2025-05-10,2025-06-17,,,,,False
2372,1,زنراتور 100KV,,,,3171,8,سیم پیچی اکسایدر,,,,,1417,2025-05-10,2025-05-14,,,,,False
2373,1,موتور گیریبکسی 5.5  KW موتوژن ,,,,667,5,سیم  پیچی,,,,,1418,2025-05-10,2025-08-12,,,,,False
41,1,الکتروموتور 500KW,,,,,,برگشتی,,,,بصورت مجموعه الکتروموتور مونتاژ و خروج خورده است,1419,2025-05-10,2025-06-30,,,,,False
2374,1,فن مکنده ضد انفجار ,,,,659-660,5,سیم پیچ,,,,,1420,2025-05-10,2025-06-16,,,,,False
2375,1,الکتروموتور 4 KW موتوژن,,,,682-683,5,سیم پیچی,,,,فاکتور 671/672 باطل گردید,1421,2025-05-10,2025-08-21,,,,,False
2376,1,الکتروموتور 2.2 kw موتوژن,,,,682-683,5,سیم پیچی,,,,فاکتور 671/672 باطل گردید,1422,2025-05-10,2025-08-21,,,,,False
2377,1,موتور ضد انفجار 1.5kw,,,,,,سیم پیچی,,,,,1423,2025-05-10,,,,,,False
2378,1,موتور ضد انفجار 1.5kw,,,,,,سیم پیچی,,,,,1424,2025-05-10,,,,,,False
2379,1,آرمیچر 4.5 تن ,,,,659-660,5,تعویض شفت ,,,,,1425,2025-05-10,2025-06-16,,,,,False
2380,1,استاتور  اکسیژن 200KW,,,,673,5,موتور دالاندر دو دور ,,,,,1426,2025-05-31,2025-08-05,,,,,False
2381,1,الکتروموتور 174kwDC-355/1751r.p.m,,,,645,5,اورهال,,,,,1427,2025-05-11,2025-05-16,,,,,False
2382,1,"الکتروموتور 400v-200KW AC
1487rpm",,,,647,5,اورهال,,,,,1428,2025-05-11,2025-05-16,,,,,False
2383,1,407KW DC,,,,648,5,سیم پیچی فیلد,,,,,1429,2025-05-11,2025-06-13,,,,,False
2384,1,الکتروموتور 200kwDC-676r.p.m,,,,646,5,اورهال,,,,,1430,2025-05-11,2025-05-16,,,,,False
2385,1,الکتروموتور 680kw DC-990/1140rpm,,,,644,5,اورهال,,,,,1431,2025-05-11,2025-05-16,,,,,False
2386,1,الکتروموتور 75KW AC-2975rpm,,,,659-660,5,اورهال,,,,,1432,2025-05-22,2025-06-16,,,,,False
42,1,الکتروموتور تک فاز 1.5KW,,,,,,برگشتی,,,,بصورت مجموعه الکتروموتور مونتاژ و خروج خورده است,1433,2025-05-22,2025-08-06,,,,,False
2387,1,الکتروموتور 290KW-734RPM,,,,,,استاتور  ( بدنه کامل ),,,,,1434,2025-05-24,,,,,,False
2388,1,الکتروموتور 290KW-734RPM,,,,692,5,بریدن شفت - استاتور ( بدنه کامل ) ,,,,,1435,2025-05-24,2025-09-03,,,,,False
43,1,پوسته آرمیچر 5.5 تن ,,,,,,برگشتی,,,,بصورت مجموعه الکتروموتور مونتاژ و خروج خورده است,1436,2025-05-10,2025-06-16,,,,,False
44,1,آرمیچر 5.5 تن ,,,,,,برگشتی,,,,بصورت مجموعه الکتروموتور مونتاژ و خروج خورده است,1437,2025-05-10,2025-06-16,,,,,False
2389,1,الکتروموتر AC-55KW,,,,655,5,"خرابی بلبرینگها ( دو سر ) قطع بودن سر 
خروجی موتور به تخته کلمپ - تعویض سر خروجی ",,,,,1438,2025-05-27,2025-06-12,,,,,False
2390,1,الکتروموتور 200KW-380V,,,,2777,8,تعویض عایق بدنه,,,,,1439,2025-05-31,2025-07-05,,,,,False
2391,1,پوسته 200KW-380V,,,,2777,8,ساخت وکویل ,,,,,1440,2025-05-31,2025-10-27,,,,,False
2392,1,الکتروموتور ( مشابه 200KW-380V ) ,,,,703,5,سیم پیچی,,,,,1441,2025-06-01,2025-09-15,,,,,False
2393,1,الکتروموتور ( مشابه 200KW-380V ) ,,,,703,5,تعویض کابل خروجی,,,,,1442,2025-06-01,2025-09-15,,,,,False
2394,1,درب قالپاق ,,,,675,5,ساخت,,,,,1443,2025-06-02,2025-09-07,,,,,False
2395,1,الکتروموتور 250KW-1400دور,,,,657,5,سیم پیچی,,,,,1444,2025-06-02,2025-06-12,,,,,False
2396,1,"الکتروموتور1250-1676کیلووات
ولتاژ 380-2591آمپر",,,,662,5,اصلاح شفت,,,,,1445,2025-06-09,2025-06-13,,,,,False
2397,1,الکتروموتور 200kw-1480r.p.m,,,,661,5,فروش ,,,,,1446,2025-06-12,2025-07-01,,,,,False
2398,1,آرمیچر 4.5 تن ,,,,716-717,5,سیم پیچی,,,,,1447,2025-06-15,2025-11-10,,,,,False
2399,1,الکتروموتور-994RPM- 1250kwAC,,,,710,5,سیم پیچی آرمیچر-ساخت شفت,,,,,1448,2025-06-30,2025-11-23,,,,,False
2400,1,الکتروموتور 800kw-980r.p.m,,,,669,5,اورهال,,,,,1449,2025-06-30,2025-07-11,,,,,False
2401,1,موتوذ DC-2300rpm-3.3 kw,,,,399,8,رفع عیب در محل,,,,,1450,2025-07-14,2025-07-15,,,,,False
2402,1,الکتروموتور 22kw,,,,671-672,5,سیم پیچی,,,,,1451,2025-07-16,2025-07-29,,,,,False
2403,1,الکتروموتور 22kw,,,,671-672,5,سیم پیچی,,,,,1452,2025-07-16,2025-07-29,,,,,False
45,1,الکتروموتور HP400-AC,,,,,,برگشتی,,,,,1453,2025-07-16,2025-09-25,,,,,False
46,1,الکتروموتور HP400-AC,,,,,,برگشتی,,,,,1454,2025-07-16,2025-09-25,,,,,False
2404,1,الکتروموتور 407KW-1010RPM,,,,670,5,سیم پیچی فیلد,,,,,1455,2025-07-17,2025-08-13,,,,,False
2405,1,الکتروموتور 200KW--1485rpm,,,,709,5,سیم پیچی,,,,,1456,2025-07-17,2025-11-07,,,,,False
2406,1,1250kw-757rpmالکتروموتور ,,,,695,5,تعویض شفت*جوش شفت سعید قدس,,,,,1457,2025-07-18,2025-07-23,,,,,False
2407,1,ترانس 1400KVA,,,,693,5,سیم پیچی,,,,,1458,2025-07-26,2025-09-03,,,,,False
2408,1,آرمیچر جرثقیل ,,,,690,5,تعویض کلکتور ,,,,,1459,2025-07-26,2025-09-03,,,,,False
2409,1,الکتروموتور 22KW,,,,685-686,5,سیم پیچی,,,,,1460,2025-07-26,2025-08-21,,,,,False
2410,1,رفع اتصال الکتروموتور 1250kwAC,,,,663,5,رفع اتصال در محل,,,,,1461,2025-06-20,2025-06-23,,,,,False
2411,1,استاتور 200kw-750rpm,,,,2779,8,تعویض عایق بدنه,,,,,1462,2025-08-02,2025-09-08,,,,,False
2412,1,چرخ گوشت صنعتی ,,,,,,تهاتر با مطالبات,,,,,1463,2025-08-02,2025-08-09,,,,,False
2413,1,استاتور اکسیژن 200kw-750rpm,,,,705,5,تعویض عایق بدنه,,,,,1464,2025-08-03,2025-10-16,,,,,False
2414,1,استاتور اکسیژن 200kw-750rpm,,,,705,5,اورهال ,,,,,1465,2025-08-03,2025-09-09,,,,,False
2415,1,استاتور آلستوم,,,,687,5,سیم پیچی / سیم پیچی موضعی,,,,,1466,2025-08-03,2025-08-23,,,,,False
2416,1,استاتور آلستوم,,,,713,5,سیم پیچی / سیم پیچی موضعی,,,,فاکتور 704 باطل گردید,1467,2025-08-03,2025-10-04,,,,,False
2417,1,استاتور آلستوم,,,,699,5,سیم پیچی / سیم پیچی موضعی,,,,,1468,2025-08-03,2025-09-27,,,,,False
2418,1,استاتور آلستوم,,,,691,5,سیم پیچی / سیم پیچی موضعی,,,,,1469,2025-08-03,2025-09-04,,,,,False
2419,1,استاتور آلستوم,,,,694,5,سیم پیچی / سیم پیچی موضعی,,,,,1470,2025-08-03,2025-09-13,,,,,False
2420,1,استاتور آلستوم,,,,694,5,سیم پیچی / سیم پیچی موضعی,,,,,1471,2025-08-03,2025-09-13,,,,,False
2421,1,استاتور آلستوم,,,,702,5,سیم پیچی / سیم پیچی موضعی,,,,,1472,2025-08-03,2025-09-27,,,,,False
2422,1,استاتور آلستوم,,,,699,5,سیم پیچی / سیم پیچی موضعی,,,,,1473,2025-08-03,2025-09-22,,,,,False
2423,1,استاتور آلستوم,,,,702,5,سیم پیچی / سیم پیچی موضعی,,,,,1474,2025-08-03,2025-09-27,,,,,False
2424,1,استاتور آلستوم,,,,687,5,سیم پیچی / سیم پیچی موضعی,,,,,1475,2025-08-03,2025-08-23,,,,,False
2425,1,تراکشن آلستوم کامل,,,,691,5,سیم پیچی / سیم پیچی موضعی,,,,رتور  در شرکت موجود میباشد,1476,2025-08-03,2025-09-04,,,,,False
2426,1,استاتور آلستوم,,,,713,5,سیم پیچی / سیم پیچی موضعی,,,,,1477,2025-08-03,2025-11-04,,,,,False
2427,1,استاتور اکسیژن 200kw-750rpm,,,,4398,8,رفع اتصال موضعی,,,,,1478,2025-08-04,2025-09-27,,,,,False
2428,1,ترانس گان هوایی 100KVA,,,,678/679,5,سیم پیچی,,,,,1479,2025-08-07,2025-08-10,,,,,False
2429,1,آرمیچر معدن ,,,,716-717,5,سیم پیچی,,,,,1480,2025-08-11,2025-11-10,,,,,False
2430,1,آرمیچر معدن ,,,,,,سیم پیچی,,,,,1481,2025-08-11,,,,,,False
2431,1,الکتروموتور 22kw- 1460rpm,,,,697-698,5,سیم پیچی,,,,,1482,2025-08-11,2025-09-21,,,,,False
2432,1,الکتروموتور 22kw-1460rpm,,,,685-686,5,سیم پیچی,,,,,1483,2025-08-11,2025-08-21,,,,,False
2433,1,الکتروموتور 22kw-1455rpm,,,,697-698,5,سیم پیچی,,,,,1484,2025-08-11,2025-09-21,,,,,False
2434,1,الکتروموتور 22kw-1450rpm,,,,697-698,5,سیم پیچی,,,,,1485,2025-08-11,2025-09-21,,,,,False
2435,1,الکتروموتور 22kw-725rpm,,,,712,5,سیم پیچی,,,,,1486,2025-08-11,2025-10-19,,,,,False
2436,1,الکتروموتور 22kw-750rpm,,,,712,5,عودت,,,,,1487,2025-08-11,2025-10-19,,,,,False
2437,1,الکتروموتور 22kw-725rpm,,,,712,5,سیم پیچی,,,,,1488,2025-08-11,2025-10-19,,,,,False
2438,1,الکتروموتور 22kw-1465rpm,,,,712,5,سیم پیچی,,,,,1489,2025-08-11,2025-10-19,,,,,False
2439,1,الکتروموتور 22kw-1465rpm,,,,712,5,سیم پیچی,,,,,1490,2025-08-11,2025-10-19,,,,,False
2440,1,الکتروموتور 22kw-1465rpm,,,,712,5,اورهال,,,,,1491,2025-08-11,2025-10-19,,,,,False
2441,1,الکتروموتور 75kw-1480rpm,,,,1580,8,تعویض شفت,,,,,1492,2025-08-12,2025-09-02,,,,,False
2442,1,الکتروموتور 3kw-1430rpm,,,,706,5,سیم  پیچی,,,,,1493,2025-08-12,2025-09-29,,,,,False
2443,1,الکتروموتور 37kw,,,,684,5,سیم پیچی,,,,,1494,2025-08-07,2025-08-21,,,,,False
2444,1,استاتور 200kw-500rpm,,,,2777,8,اورهال,,,,,1495,2025-08-20,2025-09-14,,,,,False
2445,1,استاتور آلستوم,,,,713,5,سیم پیچی / سیم پیچی موضعی,,,,,1496,2025-08-23,2025-11-01,,,,,False
2446,1,استاتور آلستوم,,,,713,5,سیم پیچی / سیم پیچی موضعی,,,,,1497,2025-08-23,2025-10-04,,,,,False
2447,1,الکتروموتور 2970rpm-90kw,,,,688-689,5,سیم پیچی,,,,,1498,2025-08-26,2025-08-31,,,,,False
2448,1,االکتروموتور 0.59 kw,,,,707-708,5,سیم پیچی آرمیچر,,,,,1499,2025-09-04,,,,,,False
2449,1,الکتروموتور 1250KW-987rpm,,,,701,5,اورهال,,,,,1500,2025-09-03,2025-09-18,,,,,False
2450,1,الکتروموتور DC 75KW,,,,696,5,سیم پیچی آرمیچر,,,,,1501,2025-09-03,2025-09-18,,,,,False
2451,1,الکتروموتور DC 42kw,,,,4397,8,سیم پیچی آرمیچر,,,,,1502,2025-09-13,2025-09-27,,,,,False
2452,1,استاتور آلستوم,,,,713,5,سیم پیچی / سیم پیچی موضعی,,,,,1503,2025-09-22,2025-10-26,,,,,False
47,1,آرمیچر لیفتراک ,,,,,,برگشتی,,,,,1504,2025-09-13,2025-10-05,,,,,False
48,1,الکتروموتور 55KW-2965RPM,,,,,,برگشتی,,,,,1505,2025-09-15,2025-09-27,,,,,False
2293,1,استاتور روتور 90kw,,,,,,سیم پیچی,,,,,1506,2025-09-17,,,,,,False
2453,1,الکتروموتور 4kw ,,,,700,5,سیم پیچی,,,,,1507,2025-09-18,2025-09-21,,,,,False
2454,1,الکتروموتور 55KW-2965RPM,,,,,,سیم پیچی,,,,,1508,2025-09-20,2025-09-25,,,,,False
2455,1,استاتور آلستوم,,,,713,5,سیم پیچی / سیم پیچی موضعی,,,,,1509,2025-09-22,2025-11-01,,,,,False
2456,1,استاتور اکسیژن طباطبایی 300KW,,,,705,5,اورهال,,,,,1510,2025-09-15,2025-10-16,,,,,False
49,1,الکتروموتور 55KW-2965RPM,,,,,,برگشتی,,,,,1511,2025-09-27,2025-10-04,,,,,False
2457,1,الکتروموتور 22KW-1500RPM,,,,706,5,سیم  پیچی,,,,,1512,2025-09-28,2025-10-29,,,,,False
50,1,الکتروموتور 2.2kw ,,,,,,برگشتی,,,,,1513,2025-09-30,2025-10-02,,,,,False
2458,1,استاتور آلستوم,,,,,,سیم پیچی / سیم پیچی موضعی,,,,,1514,2025-10-04,,,,,,False
2459,1,استاتور آلستوم,,,,713,5,سیم پیچی / سیم پیچی موضعی,,,,,1515,2025-10-04,2025-10-26,,,,,False
2460,1,الکتروموتور 42KW-2760RPM,,,,4397,8,سیم  پیچی,,,,,1516,2025-10-06,2025-10-08,,,,,False
51,1,آرمیچر لیفتراک ,,,,,,برگشتی,,,,,1517,2025-10-06,2025-10-26,,,,,False
2461,1,ترانس 8500 VA,,,,711,5,سیم  پیچی,,,,,1518,2025-10-11,2025-10-14,,,,,False
2462,1,ترانس تک فاز ,,,,,,سیم  پیچی,,,,,1519,2025-10-11,,,,,,False
2463,1,الکتروموتور گیریبکسی 4KW,,,,,,سیم  پیچی,,,,,1520,2025-10-11,,,,,,False
2464,1,,,,,,,سیم  پیچی,,,,,1521,2025-10-15,,,,,,False
2465,1,,,,,,,سیم  پیچی,,,,,1522,2025-10-15,,,,,,False
52,1,الکتروموتور 55KW-2965RPM,,,,,,برگشتی,,,,,1523,2025-10-15,2025-11-03,,,,,False
2466,1,الکتروموتور 1.5KW,,,,3175,8,سیم  پیچی,,,,,1524,2025-10-19,2025-10-22,,,,,False
2467,1,الکتروموتور 15kw,,,,716-717,5,,,,,,1525,2025-10-25,2025-11-10,,,,,False
2468,1,الکتروموتور 30kw-1470RPM,,,,,,,,,,,1526,2025-10-25,,,,,,False
2469,1,فاقد  پلاک  ,,,,716-717,5,,,,,,1527,2025-10-25,2025-11-10,,,,,False
2470,1,الکتروموتور 90KW-1500RPM ,,,,,,سیم  پیچی,,,,,1528,2025-10-25,2025-11-22,,,,,False
2471,1,الکتروموتور  15KW-3000RPM,,,,,,سیم  پیچی,,,,,1529,2025-10-26,,,,,,False
2472,1,الکتروموتور 11KW3000RPM,,,,,,سیم  پیچی,,,,,1530,2025-10-26,2025-11-09,,,,,False
2473,1,استاتور اکسیژن 200KW,,,,,,,,,,,1531,2025-10-29,,,,,,False
2474,1,الکتروموتور 11KW-1500RPM,,,,,,,,,,,1532,2025-10-29,2025-11-12,,,,,False
2475,1,استاتور آلستوم,,,,718,5,سیم پیچی / سیم پیچی موضعی,,,,,1533,2025-11-01,2025-11-13,,,,,False
2476,1,استاتور آلستوم,,,,,,سیم پیچی / سیم پیچی موضعی,,,,,1534,2025-11-01,,,,,,False
2477,1,الکتروموتور 17KW-5.5V,,,,,,,,,,,1535,2025-11-03,,,,,,False
2478,1,استاتور آلستوم,,,,,,سیم پیچی / سیم پیچی موضعی,,,,,1536,2025-11-04,2025-11-29,,,,,False
2479,1,استاتور آلستوم,,,,718,5,سیم پیچی / سیم پیچی موضعی,,,,,1537,2025-11-04,2025-11-13,,,,,False
2480,1,الکتروموتور 315KW-6KV,,,,,,,,,,,1538,2025-11-05,,,,,,False
2481,1,فاقد پلاک ,,,,,,,,,,,1539,2025-11-10,,,,,,False
2482,1,استاتور آلستوم,,,,,,,,,,,1540,2025-11-13,2025-11-29,,,,,False
2483,1,استاتور آلستوم,,,,,,,,,,,1541,2025-11-13,,,,,,False
2484,1,الکتروموتور 22KW-1500RPM,,,,,,,,,,,1542,2025-11-15,,,,,,False
2485,1,پوسته استاتور ارمیچر 4.5 تن ,,,,,,,,,,,1543,2025-11-15,,,,,,False
2486,1,الکتروموتور 11KW-1500RPM,,,,,,,,,,,1544,2025-11-15,,,,,,False
2487,1,4KWالکتروموتور ,,,,,,,,,,,1545,2025-11-15,,,,,,False
2488,1,الکتروموتور 4KW-1500RPM,,,,,,,,,,,1546,2025-11-15,,,,,,False
2489,1,ارمیچر 4.5 تن ,,,,,,,,,,,1547,2025-11-15,,,,,,False
2490,1,ارمیچر 4.5 تن ,,,,,,,,,,,1548,2025-11-15,,,,,,False
2491,1,الکتروموتور 75KW-3000RPM,,,,,,,,,,,1549,2025-11-15,2025-11-17,,,,,False
2492,1,فاقد پلاک ,,,,,,,,,,,1550,2025-11-15,,,,,,False
2493,1,استاتور اکسیژن 200KW,,,,,,,,,,,1551,2025-11-16,,,,,,False
2494,1,الکتروموتور DC1.5 KW,,,,,,,,,,,1552,2025-11-16,,,,,,False
2495,1,الکتروموتور DC11KW-2930RPM,,,,,,,,,,,1553,2025-11-16,,,,,,False
2496,1,روتور ژنراتور ,,,,,,,,,,,1554,2025-11-17,,,,,,False
2497,1,ترانس گان هوایی 100KVA,,,,,,,,,,,1555,2025-11-25,,,,,,False
2498,1,,,,,,,,,,,,1556,2025-11-26,,,,,,False
2499,1,ترانس,,,,,,,,,,,1557,2025-11-26,,,,,,False
2500,1,,,,,,,,,,,,1558,2025-11-29,,,,,,False
53,1,استاتور آلستوم,,,,,,برگشتی,,,,,1559,2025-11-29,,,,,,False
54,,,,,,,,,,,,,1560,,,,,,,False
55,,,,,,,,,,,,,1561,,,,,,,False
2141,1,استاتور آلستوم,,,,483,5,سیم پیچی,حسینیان زاده,,,,1171,2024-03-17,2024-05-23,,,,,False
2142,1,استاتور آلستوم,,,,483,5,سیم پیچی,حسینیان زاده,,,,1172,2024-03-17,2024-05-23,,,,,False
2143,1,استاتور 98kw,,,,463,5,سرویس اسلیپ رینگ,,,,,1173,2024-03-27,2024-04-02,,,,,False
2144,1,الکتروموتور DC,,,,0828,8,فولی,,,,,1174,2024-03-27,2024-03-30,,,,,False
2145,1,"الکتروموتورDC 
470kw",,,,486,5,سیم پیچی, ناظری پور,,,,1175,2024-04-06,2024-06-01,,,,,False
2146,1,"الکتروموتورAC 
1250 kw",,,,467,5,اورهال,جوان,,,,1176,2024-04-06,2024-04-11,,,,,False
